mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
45482200000A,2022-04-28T03:10:06.000Z,0,0.2323,NaN,9.9035,Infinity,NaN,Infinity
,,1312.5,0.0359,NaN,0.0359,0.0044,NaN,0.0044
,,1315.625,0.024,NaN,0.0216,0.0029,NaN,0.0026
,,1318.75,0.0742,NaN,0.0144,0.009,NaN,0.0017
,,1321.875,0.0719,NaN,0.0144,0.0087,NaN,0.0017
,,1325,0.0599,NaN,0.012,0.0072,NaN,0.0014
,,1328.125,0,NaN,0.012,0,NaN,0.0014
,,1331.25,0.0407,NaN,0.0144,0.0049,NaN,0.0017
,,1334.375,0.0287,NaN,0.0431,0.0034,NaN,0.0051
,,1337.5,0.0287,0,0.0072,0.0034,0,0.0009
,,1340.625,0.0766,0.0335,0.0335,0.0091,0.004,0.004
,,1343.75,0.0623,0.0431,0.0551,0.0074,0.0051,0.0065
,,1346.875,0.0359,0.0575,0.0479,0.0042,0.0068,0.0057
,,1350,0.0359,0.0647,0.024,0.0042,0.0076,0.0028
,,1353.125,0.0216,0.0862,0.0479,0.0025,0.0101,0.0056
,,1356.25,0.1198,0.0479,0.0216,0.0141,0.0056,0.0025
,,1359.375,0.1078,0.0335,0.0359,0.0126,0.0039,0.0042
,,1362.5,0.0599,0.0311,0.0503,0.007,0.0036,0.0059
,,1365.625,0.0551,0.0479,0.0455,0.0064,0.0056,0.0053
,,1368.75,0.0216,0.0575,0.0455,0.0025,0.0067,0.0053
,,1371.875,0.079,0.0192,0.0263,0.0092,0.0022,0.0031
,,1375,0.0144,0.0479,0.024,0.0017,0.0055,0.0028
,,1378.125,0.0311,0.0503,0.0072,0.0036,0.0058,0.0008
,,1381.25,0.0359,0.0144,0.0431,0.0041,0.0017,0.005
,,1384.375,0.0335,0.0359,0.0144,0.0039,0.0041,0.0017
,,1387.5,0.0862,0.0192,0.0383,0.0099,0.0022,0.0044
,,1390.625,0.0623,0.0263,0.0311,0.0071,0.003,0.0036
,,1393.75,0.0455,0.0383,0.0144,0.0052,0.0044,0.0016
,,1396.875,0.0551,0.024,0.0575,0.0063,0.0027,0.0066
,,1400,0.0982,0.0311,0.0647,0.0112,0.0035,0.0074
,,1403.125,0.1174,0.0599,0.0192,0.0133,0.0068,0.0022
,,1406.25,0.0766,0.0575,0.0335,0.0087,0.0065,0.0038
,,1409.375,0.0479,0.0287,0.0383,0.0054,0.0032,0.0043
,,1412.5,0.115,0.0335,0.0455,0.013,0.0038,0.0051
,,1415.625,0.0407,0.0263,0.0144,0.0046,0.003,0.0016
,,1418.75,0.0072,0.0192,0.0072,0.0008,0.0022,0.0008
,,1421.875,0.0838,0.0527,0.0216,0.0094,0.0059,0.0024
,,1425,0.0527,0.0287,0.024,0.0059,0.0032,0.0027
,,1428.125,0.0575,0.0072,0.024,0.0064,0.0008,0.0027
,,1431.25,0.0216,0.0192,0.0168,0.0024,0.0021,0.0019
,,1434.375,0.0551,0.0287,0.024,0.0061,0.0032,0.0027
,,1437.5,0.0263,0.0479,0.0192,0.0029,0.0053,0.0021
,,1440.625,0.0982,0.0407,0.0311,0.0108,0.0045,0.0034
,,1443.75,0.1269,0.0431,0.0527,0.014,0.0048,0.0058
,,1446.875,0.1174,NaN,0.0671,0.0129,NaN,0.0074
,,1450,0.0383,NaN,0.0479,0.0042,NaN,0.0053
,,1453.125,0.0287,NaN,0.0144,0.0031,NaN,0.0016
,,1456.25,0.0766,NaN,0.0359,0.0084,NaN,0.0039
,,1459.375,0.0934,NaN,0.0527,0.0102,NaN,0.0057
,,1462.5,0.0671,NaN,0.0383,0.0073,NaN,0.0042
,,1465.625,0.0623,NaN,0.0144,0.0068,NaN,0.0016
,,1468.75,NaN,NaN,0,NaN,NaN,0
,,1471.875,NaN,NaN,0.024,NaN,NaN,0.0026
,,1475,NaN,NaN,0.0503,NaN,NaN,0.0054
,,1478.125,NaN,NaN,0.0287,NaN,NaN,0.0031
,,1481.25,NaN,0,0.0192,NaN,0,0.0021
,,1484.375,NaN,0.0192,0.0072,NaN,0.0021,0.0008
,,1487.5,NaN,0.0263,0.0216,NaN,0.0028,0.0023
,,1490.625,NaN,0.0263,0.0072,NaN,0.0028,0.0008
,,1493.75,NaN,0.0287,0.0072,NaN,0.0031,0.0008
,,1496.875,NaN,0,0,NaN,0,0
,,1500,NaN,0.0719,0.0048,NaN,0.0076,0.0005
,,1503.125,0,0.0168,0.0144,0,0.0018,0.0015
,,1506.25,0.012,0.0192,0.0072,0.0013,0.002,0.0008
,,1509.375,0.0216,0.0144,0.0144,0.0023,0.0015,0.0015
,,1512.5,0.0263,0.0359,0.0048,0.0028,0.0038,0.0005
,,1515.625,0,0.0216,0.012,0,0.0023,0.0013
,,1518.75,0.0335,0.0144,0.0192,0.0035,0.0015,0.002
,,1521.875,0.0263,0.0168,0.0168,0.0028,0.0018,0.0018
,,1525,0.0527,0.0479,0.0072,0.0055,0.005,0.0008
,,1528.125,0.012,0.0192,0.0048,0.0012,0.002,0.0005
,,1531.25,0.0144,0,0.0192,0.0015,0,0.002
,,1534.375,0.0144,0.024,0,0.0015,0.0025,0
,,1537.5,0.0072,0.0311,0.0144,0.0007,0.0032,0.0015
,,1540.625,NaN,0.0287,0.012,NaN,0.003,0.0012
,,1543.75,NaN,0.0072,0.0048,NaN,0.0007,0.0005
,,1546.875,NaN,0.0216,0.0048,NaN,0.0022,0.0005
,,1550,NaN,0.0359,0.0144,NaN,0.0037,0.0015
,,1553.125,NaN,0.012,0,NaN,0.0012,0
,,1556.25,NaN,0.012,0.0072,NaN,0.0012,0.0007
,,1559.375,NaN,0.0144,0.0072,NaN,0.0015,0.0007
,,1562.5,NaN,0.0263,0.0072,NaN,0.0027,0.0007
,,1565.625,NaN,0.0144,0.012,NaN,0.0015,0.0012
,,1568.75,NaN,0.0144,0,NaN,0.0015,0
,,1571.875,NaN,0.0144,0.0072,NaN,0.0015,0.0007
,,1575,0,0.0335,0.012,0,0.0034,0.0012
,,1578.125,0.0192,0.0192,0.012,0.0019,0.0019,0.0012
,,1581.25,0.0192,0.0144,0.0144,0.0019,0.0014,0.0014
,,1584.375,0.0216,0.024,0.0144,0.0022,0.0024,0.0014
,,1587.5,0.0216,0.0359,0.012,0.0022,0.0036,0.0012
,,1590.625,0.0168,0.0192,0.0072,0.0017,0.0019,0.0007
,,1593.75,0.0072,0.012,0.012,0.0007,0.0012,0.0012
,,1596.875,0.0311,0.0216,0.024,0.0031,0.0022,0.0024
,,1600,0,0,0,0,0,0
45482200000A,2022-04-28T14:09:46.000Z,0,0.1533,2.7112,9.7838,Infinity,Infinity,Infinity
,,3.125,0.3138,0.2036,0.1964,15.9817,10.3693,10.0026
,,6.25,0.0383,0.0695,0.0216,0.9753,1.7698,0.55
,,9.375,0.2467,0.1677,0.1605,4.1881,2.847,2.7247
,,12.5,0.0934,0.4167,0.1102,1.1892,5.3056,1.4031
,,15.625,0.3736,0.2012,0.2347,3.8055,2.0494,2.3906
,,18.75,0.0359,0.0766,0.091,0.3047,0.6502,0.7724
,,21.875,0.3521,0.1892,0.1341,2.5618,1.3766,0.9757
,,25,0.1964,0.5101,0.206,1.2503,3.2474,1.3114
,,28.125,0.6012,0.3593,0.364,3.4021,2.0332,2.0598
,,31.25,0.0551,0.2467,0.1269,0.2806,1.2564,0.6463
,,34.375,0.2084,0.206,0.2635,0.9649,0.9538,1.22
,,37.5,0.6586,1.061,0.7137,2.7952,4.503,3.029
,,40.625,2.1316,0.6778,1.5759,8.3509,2.6554,6.1738
,,43.75,0.4048,0.1389,0.673,1.4726,0.5053,2.4483
,,46.875,0.4862,0.3569,0.6227,1.6508,1.2118,2.1143
,,50,1.1185,0.9221,0.9892,3.5603,2.9351,3.1487
,,53.125,1.1448,0.3569,0.6299,3.4297,1.0692,1.8871
,,56.25,0.1293,0.103,0.0431,0.3658,0.2914,0.1219
,,59.375,0.0551,0.1916,0.0647,0.1477,0.5136,0.1734
,,62.5,0.2539,0.0623,0.2874,0.6466,0.1586,0.7319
,,65.625,NaN,0.3018,0.2491,NaN,0.7319,0.6041
,,68.75,NaN,0.1844,0.0766,NaN,0.4269,0.1773
,,71.875,NaN,0.182,0.1653,NaN,0.403,0.366
,,75,NaN,0.2156,0.4119,NaN,0.4575,0.8741
,,78.125,NaN,0.2587,0.1054,NaN,0.527,0.2147
,,81.25,NaN,0.6036,0.2611,NaN,1.1823,0.5115
,,84.375,NaN,0.4646,0.0671,NaN,0.8764,0.1266
,,87.5,NaN,0.8215,0.1126,NaN,1.4942,0.2048
,,90.625,NaN,2.1484,2.0071,NaN,3.773,3.5249
,,93.75,NaN,0.6658,0.3808,NaN,1.1303,0.6465
,,96.875,NaN,0.4167,0.3449,NaN,0.6846,0.5666
,,100,NaN,0.364,0.4191,NaN,0.5793,0.667
,,103.125,0.1629,0.1748,0.582,0.2514,0.2698,0.8982
,,106.25,0.2084,0.182,0.3114,0.3122,0.2726,0.4665
,,109.375,0.0838,0.1198,0.2251,0.1219,0.1743,0.3275
,,112.5,0.3305,0.376,0.4527,0.4676,0.5319,0.6404
,,115.625,0.1605,0.3425,0.4479,0.2209,0.4714,0.6165
,,118.75,0.3617,0.1293,1.0921,0.4848,0.1733,1.4637
,,121.875,0.3377,0.4359,0.4982,0.441,0.5692,0.6506
,,125,0.2778,0.2491,0.3185,0.3537,0.3172,0.4055
,,128.125,0.5221,0.6898,0.5748,0.6485,0.8569,0.714
,,131.25,1.1568,1.3556,3.4321,1.4027,1.6438,4.1618
,,134.375,0.6179,0.3281,0.7401,0.7318,0.3886,0.8766
,,137.5,0.2922,0.1509,0.7712,0.3382,0.1747,0.8927
,,140.625,0.3688,0.7233,0.5892,0.4174,0.8186,0.6668
,,143.75,0.3832,0.7592,1.346,0.4243,0.8406,1.4902
,,146.875,0.2443,0.1174,0.2179,0.2647,0.1272,0.2361
,,150,0.1796,0.479,0.5125,0.1906,0.5082,0.5438
,,153.125,0.4191,0.5604,1.2263,0.4356,0.5825,1.2746
,,156.25,0.3209,0.0838,0.5078,0.3269,0.0854,0.5172
,,159.375,0.3473,0.0575,0.1245,0.3468,0.0574,0.1243
,,162.5,0.1245,0.0742,0.3569,0.1219,0.0727,0.3496
,,165.625,0.1557,0.4167,0.4383,0.1496,0.4004,0.4212
,,168.75,0.0551,0.4287,1.3436,0.052,0.4043,1.2672
,,171.875,0.7281,0.297,0.8766,0.6742,0.275,0.8117
,,175,0.3257,0.1988,0.182,0.2962,0.1808,0.1655
,,178.125,0.4191,0.6922,0.3617,0.3745,0.6185,0.3232
,,181.25,0.788,0.8335,1.746,0.6919,0.7319,1.5332
,,184.375,0.8455,0.7018,0.5676,0.7298,0.6058,0.49
,,187.5,0.1413,0.4934,0.3353,0.1199,0.4188,0.2846
,,190.625,0.1245,0.1964,0.297,0.1039,0.164,0.248
,,193.75,0.0719,0.2299,0.3664,0.0591,0.1889,0.301
,,196.875,0.5461,0.1868,0.2587,0.4415,0.151,0.2091
,,200,0.2395,0.206,0.2227,0.1906,0.1639,0.1772
,,203.125,0.3593,0.0335,0.2395,0.2815,0.0262,0.1877
,,206.25,0.1629,0.0814,0.1892,0.1257,0.0628,0.146
,,209.375,0.0934,0.3976,0.1437,0.071,0.3022,0.1092
,,212.5,0.4551,0.2036,0.2659,0.3409,0.1525,0.1991
,,215.625,0.2132,0.1557,0.0934,0.1574,0.1149,0.0689
,,218.75,0.8455,0.491,0.1605,0.6152,0.3572,0.1168
,,221.875,0.6419,0.7377,0.4215,0.4604,0.5292,0.3023
,,225,1.061,0.5125,0.2802,0.7505,0.3625,0.1982
,,228.125,0.1509,0.182,0.1102,0.1053,0.127,0.0769
,,231.25,0.57,0.2587,0.2419,0.3923,0.178,0.1665
,,234.375,0.4575,0.2395,0.115,0.3107,0.1626,0.0781
,,237.5,0.1317,0.1102,NaN,0.0883,0.0738,NaN
,,240.625,0.4335,0.0742,NaN,0.2867,0.0491,NaN
,,243.75,0.1724,0.297,NaN,0.1126,0.1939,NaN
,,246.875,0.3832,0.1485,NaN,0.247,0.0957,NaN
,,250,0.0814,0.0383,NaN,0.0518,0.0244,NaN
,,253.125,0.2515,0.2539,NaN,0.1581,0.1596,NaN
,,256.25,0.2898,0.2299,NaN,0.18,0.1428,NaN
,,259.375,0.2563,0.1629,NaN,0.1573,0.1,NaN
,,262.5,0.4766,0.1078,NaN,0.289,0.0654,NaN
,,265.625,0.5078,0.1509,NaN,0.3043,0.0904,NaN
,,268.75,0.4287,0.194,NaN,0.2539,0.1149,NaN
,,271.875,0.6299,0.0144,NaN,0.3687,0.0084,NaN
,,275,0.3066,0.1365,0.2371,0.1774,0.079,0.1372
,,278.125,0.2587,0.0982,0.2539,0.148,0.0562,0.1453
,,281.25,0.1581,0.1365,0.1365,0.0895,0.0772,0.0772
,,284.375,0.1581,0.1485,0.1006,0.0885,0.0831,0.0563
,,287.5,0.2179,0.0671,0.2682,0.1206,0.0371,0.1485
,,290.625,0.0407,0.091,0.2611,0.0223,0.0498,0.143
,,293.75,0.1748,0.1317,0.182,0.0947,0.0714,0.0986
,,296.875,0.1629,0.0695,0.0455,0.0873,0.0373,0.0244
,,300,0.1102,0.0862,0.1293,0.0585,0.0457,0.0686
,,303.125,0.2491,0.1605,0.0599,0.1308,0.0843,0.0315
,,306.25,0.2012,0.079,0.1126,0.1046,0.0411,0.0585
,,309.375,0.1389,0.1365,0.1892,0.0715,0.0702,0.0973
,,312.5,0.3066,0.1772,0.4311,0.1562,0.0902,0.2196
,,315.625,0.1006,0.1413,0.0431,0.0507,0.0713,0.0217
,,318.75,0.0766,0.1581,0.1892,0.0382,0.0789,0.0945
,,321.875,0.0742,0.0671,0.2227,0.0367,0.0332,0.1101
,,325,0.1485,0.0814,0.1437,0.0727,0.0399,0.0704
,,328.125,0.0263,0.0814,0.0982,0.0128,0.0395,0.0476
,,331.25,0.115,0.0479,0.182,0.0553,0.023,0.0874
,,334.375,0.2706,0.0144,0.0192,0.1288,0.0069,0.0091
,,337.5,0.0192,0.0814,0.1389,0.0091,0.0384,0.0655
,,340.625,0.206,0.1006,0.182,0.0963,0.047,0.085
,,343.75,0.1677,0.115,0.1245,0.0776,0.0532,0.0576
,,346.875,0.1317,0.012,0.1581,0.0604,0.0055,0.0725
,,350,0.1629,0.024,0.1605,0.0741,0.0109,0.073
,,353.125,0.0335,0.2179,0.1509,0.0151,0.0982,0.068
,,356.25,0.364,0.0647,0.206,0.1626,0.0289,0.092
,,359.375,0.182,0.1102,0.2347,0.0806,0.0488,0.1039
,,362.5,0.2347,0.0551,0.1844,0.103,0.0242,0.081
,,365.625,0.0958,0.1629,0.2467,0.0417,0.0709,0.1074
,,368.75,0.2203,0.1916,0.0407,0.0951,0.0827,0.0176
,,371.875,0.115,0.0766,0.0814,0.0492,0.0328,0.0348
,,375,0.1724,0.1581,0.0766,0.0732,0.0671,0.0325
,,378.125,0.0431,0.0695,0.1653,0.0181,0.0293,0.0696
,,381.25,0.2036,0.182,0.0814,0.085,0.076,0.034
,,384.375,0.0814,0.115,0.1174,0.0337,0.0476,0.0486
,,387.5,0.0263,0.012,0.0503,0.0108,0.0049,0.0207
,,390.625,0.1245,0.0671,0.0479,0.0507,0.0273,0.0195
,,393.75,0.0216,0.2156,0.0623,0.0087,0.0871,0.0252
,,396.875,0.0335,0.0671,0.0934,0.0134,0.0269,0.0375
,,400,0.0862,0.1916,0.091,0.0343,0.0762,0.0362
,,403.125,0.2084,0.0742,0.1365,0.0823,0.0293,0.0539
,,406.25,0.2922,0.103,0.2467,0.1145,0.0404,0.0966
,,409.375,0.0719,0.1389,0.0958,0.028,0.054,0.0372
,,412.5,0.2419,0.0671,0.0958,0.0933,0.0259,0.037
,,415.625,0.1988,0.0958,0.0814,0.0761,0.0367,0.0312
,,418.75,0.115,0.0311,NaN,0.0437,0.0118,NaN
,,421.875,0.115,0.0407,NaN,0.0434,0.0154,NaN
,,425,0.1461,0.182,NaN,0.0547,0.0682,NaN
,,428.125,0.115,0.2012,NaN,0.0428,0.0748,NaN
,,431.25,0.1413,0.1174,NaN,0.0521,0.0433,NaN
,,434.375,0.1006,0.1533,NaN,0.0369,0.0562,NaN
,,437.5,0.1892,0.091,NaN,0.0688,0.0331,NaN
,,440.625,0.1557,0.115,NaN,0.0562,0.0415,NaN
,,443.75,0.1533,0.1892,NaN,0.055,0.0679,NaN
,,446.875,0.1796,0.2203,NaN,0.064,0.0785,NaN
,,450,0.1245,0.2179,NaN,0.044,0.0771,NaN
,,453.125,0.1078,0.1198,0,0.0379,0.0421,0
,,456.25,0.0838,0.3425,0.1126,0.0292,0.1195,0.0393
,,459.375,0.0216,0.091,0.2275,0.0075,0.0315,0.0788
,,462.5,0.0335,0.1988,0.1245,0.0115,0.0684,0.0428
,,465.625,0.0814,0.2491,0.091,0.0278,0.0851,0.0311
,,468.75,0.1581,0.1413,0.1653,0.0537,0.048,0.0561
,,471.875,0.1389,0.0958,0.0431,0.0468,0.0323,0.0145
,,475,0.1461,NaN,0.0359,0.049,NaN,0.012
,,478.125,0.0742,NaN,0.2156,0.0247,NaN,0.0718
,,481.25,0.0216,NaN,0.1605,0.0071,NaN,0.0531
,,484.375,0.1988,NaN,0.0263,0.0653,NaN,0.0086
,,487.5,0.1653,NaN,0.0934,0.054,NaN,0.0305
,,490.625,0.0311,NaN,0.1916,0.0101,NaN,0.0622
,,493.75,0.1006,NaN,0.0814,0.0324,NaN,0.0262
,,496.875,0.0455,NaN,0.0479,0.0146,NaN,0.0153
,,500,0.091,NaN,0.0814,0.029,NaN,0.0259
,,503.125,0.0072,NaN,0.0407,0.0023,NaN,0.0129
,,506.25,0.115,NaN,0.1509,0.0362,NaN,0.0474
,,509.375,0.091,NaN,0.0695,0.0284,NaN,0.0217
,,512.5,0.091,0.0862,0.0766,0.0283,0.0268,0.0238
,,515.625,0.0527,0.2299,0.091,0.0163,0.071,0.0281
,,518.75,0.0695,0.2084,0.1078,0.0213,0.0639,0.0331
,,521.875,0.0359,0.0503,0.0455,0.0109,0.0153,0.0139
,,525,0.0431,0.2156,0.0886,0.0131,0.0654,0.0269
,,528.125,0.1341,0.1964,0.0503,0.0404,0.0592,0.0152
,,531.25,0.1174,0.115,0.0168,0.0352,0.0345,0.005
,,534.375,0.0766,0.2347,0.091,0.0228,0.0699,0.0271
,,537.5,0.103,0.1533,0.1485,0.0305,0.0454,0.044
,,540.625,0.0934,0.1677,0.103,0.0275,0.0494,0.0303
,,543.75,0.1006,0.2036,0.2251,0.0294,0.0596,0.0659
,,546.875,0.0742,NaN,0.0503,0.0216,NaN,0.0146
,,550,0.0551,NaN,0.103,0.0159,NaN,0.0298
,,553.125,0.1557,NaN,0.0527,0.0448,NaN,0.0152
,,556.25,0.0431,NaN,0.0383,0.0123,NaN,0.011
,,559.375,0.0766,NaN,0.0479,0.0218,NaN,0.0136
,,562.5,0.0623,NaN,0.0575,0.0176,NaN,0.0163
,,565.625,0.0862,NaN,0.0192,0.0243,NaN,0.0054
,,568.75,0.0359,NaN,0.0335,0.01,NaN,0.0094
,,571.875,0.1509,NaN,0.115,0.042,NaN,0.032
,,575,0.0359,NaN,0.1245,0.0099,NaN,0.0345
,,578.125,0.1269,NaN,0.0479,0.0349,NaN,0.0132
,,581.25,0.0862,NaN,0.0479,0.0236,NaN,0.0131
,,584.375,0.1437,0.3281,0.1724,0.0391,0.0894,0.047
,,587.5,0.091,0.2659,0.1629,0.0247,0.072,0.0441
,,590.625,0.0263,0.2275,0.0144,0.0071,0.0613,0.0039
,,593.75,0.024,0.1653,0.1677,0.0064,0.0443,0.045
,,596.875,0.0383,0.0814,0.0575,0.0102,0.0217,0.0153
,,600,0.1174,0.0934,0.1341,0.0311,0.0248,0.0356
,,603.125,0.0144,0.0359,0.0551,0.0038,0.0095,0.0145
,,606.25,0.0886,0.0311,0.0814,0.0233,0.0082,0.0214
,,609.375,0.0934,0.2419,0.091,0.0244,0.0632,0.0238
,,612.5,0.115,0.2156,0.1174,0.0299,0.056,0.0305
,,615.625,0.0216,0.2467,0.1293,0.0056,0.0638,0.0334
,,618.75,0.0695,0.1126,0.1078,0.0179,0.029,0.0277
,,621.875,0.0072,0.0359,0.2347,0.0018,0.0092,0.0601
,,625,0.0814,0.2012,0.1174,0.0207,0.0512,0.0299
,,628.125,0.0958,0.0695,0.2203,0.0243,0.0176,0.0558
,,631.25,0.0192,0.0623,0.0814,0.0048,0.0157,0.0205
,,634.375,0.1509,0.0695,0.3209,0.0379,0.0174,0.0805
,,637.5,0.1772,0.1198,0.2156,0.0442,0.0299,0.0538
,,640.625,0.1653,0.0886,0.2419,0.0411,0.022,0.0601
,,643.75,0.0862,0.0335,0.0958,0.0213,0.0083,0.0237
,,646.875,0.297,0.1102,0.4694,0.0731,0.0271,0.1155
,,650,0.2227,0.1581,0.3449,0.0545,0.0387,0.0845
,,653.125,0.0599,0.1102,0.0719,0.0146,0.0269,0.0175
,,656.25,0.2898,0.1174,0.4694,0.0703,0.0285,0.1138
,,659.375,0.0575,0.0886,0.0814,0.0139,0.0214,0.0196
,,662.5,0.0862,0.0886,0.2395,0.0207,0.0213,0.0575
,,665.625,0.1293,0.0814,0.2156,0.0309,0.0195,0.0516
,,668.75,0.0934,0.0719,0.1413,0.0222,0.0171,0.0336
,,671.875,0.0647,0.1581,0.2251,0.0153,0.0375,0.0533
,,675,0.0383,0.0742,0.1605,0.009,0.0175,0.0378
,,678.125,0.1221,0.0479,0.2036,0.0287,0.0112,0.0478
,,681.25,0.0431,0.0742,0.1341,0.0101,0.0173,0.0313
,,684.375,0.1054,0.1485,0.182,0.0245,0.0345,0.0423
,,687.5,0.0766,0.1557,0.0719,0.0177,0.036,0.0166
,,690.625,0.1365,0.1605,0.2132,0.0315,0.037,0.0491
,,693.75,0.0958,0.0431,0.0862,0.022,0.0099,0.0198
,,696.875,0.0814,0.0862,0.0719,0.0186,0.0197,0.0164
,,700,0.0503,0.0072,0.1677,0.0114,0.0016,0.0381
,,703.125,0.0359,0.0383,0.1102,0.0081,0.0087,0.0249
,,706.25,0.0359,0.2419,NaN,0.0081,0.0545,NaN
,,709.375,0.3401,0.3377,NaN,0.0763,0.0758,NaN
,,712.5,0.103,0.0647,NaN,0.023,0.0145,NaN
,,715.625,0.1174,0.1629,NaN,0.0261,0.0362,NaN
,,718.75,0.1605,0.1485,NaN,0.0355,0.0329,NaN
,,721.875,0.9293,0.9317,NaN,0.2049,0.2054,NaN
,,725,0.0934,0.1293,NaN,0.0205,0.0284,NaN
,,728.125,0.1461,0.1006,NaN,0.0319,0.022,NaN
,,731.25,0.0072,0.1269,NaN,0.0016,0.0276,NaN
,,734.375,0.2443,0.1557,NaN,0.0529,0.0337,NaN
,,737.5,0.1198,0.1629,NaN,0.0259,0.0352,NaN
,,740.625,0.1557,0.285,0,0.0335,0.0612,0
,,743.75,0.0263,0.0216,0.0623,0.0056,0.0046,0.0133
,,746.875,0.1389,0.0958,0.2203,0.0296,0.0204,0.0469
,,750,0.0814,0.1724,0.0647,0.0173,0.0366,0.0137
,,753.125,0.0359,0.2922,0.0168,0.0076,0.0617,0.0036
,,756.25,0.0838,0.2778,0.0695,0.0176,0.0585,0.0146
,,759.375,0.0311,0.0383,0.1174,0.0065,0.008,0.0246
,,762.5,0.1126,0.4143,0.1485,0.0235,0.0865,0.031
,,765.625,0.0527,0.1126,0.0719,0.011,0.0234,0.0149
,,768.75,0.0359,0.1581,0.0719,0.0074,0.0327,0.0149
,,771.875,0.0479,0.0814,0.0958,0.0099,0.0168,0.0198
,,775,0.0886,0.1796,0.0934,0.0182,0.0369,0.0192
,,778.125,0.0599,0.1054,0.012,0.0123,0.0216,0.0025
,,781.25,0.1174,0.2156,0.0695,0.0239,0.0439,0.0142
,,784.375,0.0599,0.1964,0.0886,0.0122,0.0399,0.018
,,787.5,0.0311,0.1078,0.0647,0.0063,0.0218,0.0131
,,790.625,0.0647,0.1748,0.0144,0.013,0.0352,0.0029
,,793.75,0.0766,0.103,0.0862,0.0154,0.0207,0.0173
,,796.875,0.0982,0.091,0.0551,0.0196,0.0182,0.011
,,800,0.1006,0.012,0.091,0.02,0.0024,0.0181
,,803.125,0.0551,0.0958,0.0575,0.0109,0.019,0.0114
,,806.25,0.0527,0.0814,0.0479,0.0104,0.0161,0.0095
,,809.375,0.1653,0.1389,0.1102,0.0325,0.0273,0.0217
,,812.5,0.1078,0.0766,0.2156,0.0211,0.015,0.0422
,,815.625,0.1365,0.0599,0.1102,0.0266,0.0117,0.0215
,,818.75,0.1533,0.0719,0.1892,0.0298,0.014,0.0368
,,821.875,0.0431,0.0886,0.0168,0.0083,0.0172,0.0033
,,825,0.0599,0.0359,0.0647,0.0116,0.0069,0.0125
,,828.125,0.0695,0.0695,0.1174,0.0134,0.0134,0.0226
,,831.25,0.1198,0.0287,0.0695,0.0229,0.0055,0.0133
,,834.375,0.0862,NaN,0.0862,0.0164,NaN,0.0164
,,837.5,0.1677,NaN,0.2203,0.0319,NaN,0.0419
,,840.625,0.0647,NaN,0.0479,0.0122,NaN,0.0091
,,843.75,0.0934,NaN,0.1269,0.0176,NaN,0.0239
,,846.875,0.0647,NaN,0.0982,0.0122,NaN,0.0185
,,850,0.0527,NaN,0.0599,0.0099,NaN,0.0112
,,853.125,0.1748,NaN,0.1269,0.0326,NaN,0.0237
,,856.25,0.1006,NaN,0.0862,0.0187,NaN,0.016
,,859.375,0.091,NaN,0.079,0.0169,NaN,0.0146
,,862.5,0.103,NaN,0.2347,0.019,NaN,0.0433
,,865.625,0.0719,NaN,0.0982,0.0132,NaN,0.0181
,,868.75,0.0431,NaN,0.0599,0.0079,NaN,0.011
,,871.875,0.1557,0.0838,0.1629,0.0284,0.0153,0.0297
,,875,0.0359,0.0575,0.0671,0.0065,0.0105,0.0122
,,878.125,0.1485,0.2108,0.1605,0.0269,0.0382,0.0291
,,881.25,0.0479,0.091,0.012,0.0087,0.0164,0.0022
,,884.375,0.0431,0.206,0.0144,0.0078,0.0371,0.0026
,,887.5,0.0479,0.206,0.0479,0.0086,0.0369,0.0086
,,890.625,0.1293,0.1605,0.0551,0.0231,0.0287,0.0098
,,893.75,0.0814,0.2108,0.1605,0.0145,0.0375,0.0286
,,896.875,0.0958,0.1006,0.0814,0.017,0.0179,0.0144
,,900,0.0766,0.1293,0.079,0.0135,0.0229,0.014
,,903.125,0.0575,0.2323,0.0982,0.0101,0.0409,0.0173
,,906.25,0.103,NaN,0.0862,0.0181,NaN,0.0151
,,909.375,0.0982,NaN,0.0814,0.0172,NaN,0.0142
,,912.5,0.1437,NaN,0.206,0.0251,NaN,0.0359
,,915.625,0.1485,NaN,0.1293,0.0258,NaN,0.0225
,,918.75,0.1078,NaN,0.1892,0.0187,NaN,0.0328
,,921.875,0.1102,NaN,0.1245,0.019,NaN,0.0215
,,925,0.5197,NaN,0.5293,0.0894,NaN,0.0911
,,928.125,NaN,NaN,0.2802,NaN,NaN,0.048
,,931.25,NaN,NaN,0.2922,NaN,NaN,0.0499
,,934.375,NaN,NaN,0.2251,NaN,NaN,0.0383
,,937.5,NaN,NaN,0.364,NaN,NaN,0.0618
,,940.625,NaN,NaN,0.1748,NaN,NaN,0.0296
,,943.75,NaN,NaN,0.1126,NaN,NaN,0.019
,,946.875,NaN,NaN,0.5006,NaN,NaN,0.0841
,,950,NaN,NaN,0.182,NaN,NaN,0.0305
,,953.125,NaN,NaN,0.2754,NaN,NaN,0.046
,,956.25,NaN,NaN,0.1221,NaN,NaN,0.0203
,,959.375,NaN,NaN,0.0647,NaN,NaN,0.0107
,,962.5,NaN,NaN,0.0671,NaN,NaN,0.0111
,,965.625,0.2467,NaN,0.2467,0.0407,NaN,0.0407
