mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
45482200000A,2022-04-28T03:10:06.000Z,0,0.2323,NaN,9.9035,Infinity,NaN,Infinity
,,1206.25,0.0814,0.115,0.0575,0.0107,0.0152,0.0076
,,1209.375,0.0335,0.079,0.0359,0.0044,0.0104,0.0047
,,1212.5,0.0766,0.1677,0.1174,0.0101,0.022,0.0154
,,1215.625,0.1581,0.1126,0.1245,0.0207,0.0147,0.0163
,,1218.75,0.0551,0.0934,0.0766,0.0072,0.0122,0.01
,,1221.875,0.0479,0.0479,0.0671,0.0062,0.0062,0.0087
,,1225,0.0575,0.0695,0.0551,0.0075,0.009,0.0072
,,1228.125,0.0527,0.0144,0.1006,0.0068,0.0019,0.013
,,1231.25,0.1293,0.1126,0.0886,0.0167,0.0146,0.0115
,,1234.375,0.0575,0.079,0.0168,0.0074,0.0102,0.0022
,,1237.5,0.1413,0.1581,0.1317,0.0182,0.0203,0.0169
,,1240.625,0.0479,0.0527,0.0671,0.0061,0.0068,0.0086
,,1243.75,0.0527,0.0383,0.0575,0.0067,0.0049,0.0074
,,1246.875,0.0862,0.0814,0.091,0.011,0.0104,0.0116
,,1250,0.0695,0.0814,0.0551,0.0088,0.0104,0.007
,,1253.125,0.0695,0.1102,0.0431,0.0088,0.014,0.0055
,,1256.25,0.079,0.024,0.0263,0.01,0.003,0.0033
,,1259.375,0.0623,0.0479,0.0263,0.0079,0.0061,0.0033
,,1262.5,0.0287,0.0359,0.0287,0.0036,0.0045,0.0036
,,1265.625,0.0719,0.0958,0.0671,0.009,0.012,0.0084
,,1268.75,0.0814,0.024,0.0671,0.0102,0.003,0.0084
,,1271.875,0.0503,0.0742,0.0527,0.0063,0.0093,0.0066
,,1275,0.0766,0.0647,0.0192,0.0096,0.0081,0.0024
,,1278.125,0.1221,0.0623,0.0958,0.0152,0.0078,0.0119
,,1281.25,0.1174,0.103,0.0527,0.0146,0.0128,0.0065
,,1284.375,0.1341,0.0431,0.1054,0.0166,0.0053,0.0131
,,1287.5,0.0551,0.0814,0.0719,0.0068,0.0101,0.0089
,,1290.625,0.0671,0.0742,0.0766,0.0083,0.0092,0.0094
,,1293.75,0.0479,0.0431,0.0551,0.0059,0.0053,0.0068
,,1296.875,0.0335,0.0263,0.0503,0.0041,0.0032,0.0062
,,1300,0.0192,0.0695,0.0359,0.0024,0.0085,0.0044
,,1303.125,0.079,0.0742,0.0168,0.0096,0.0091,0.0021
,,1306.25,0.0407,0.0742,0.0575,0.005,0.009,0.007
,,1309.375,0.0479,0.0383,0.0287,0.0058,0.0047,0.0035
,,1312.5,0.0359,0.0263,0.0407,0.0044,0.0032,0.0049
,,1315.625,0.0359,0.0287,0.0671,0.0043,0.0035,0.0081
,,1318.75,0.2682,0.1317,0.1557,0.0324,0.0159,0.0188
,,1321.875,0.0719,0.0695,0.079,0.0087,0.0084,0.0095
,,1325,0.0383,0.0407,0.0527,0.0046,0.0049,0.0063
,,1328.125,0.1509,0.1174,0.0263,0.0181,0.0141,0.0032
,,1331.25,0.024,0.103,0.0599,0.0029,0.0123,0.0072
,,1334.375,0.0216,0.0695,0.012,0.0026,0.0083,0.0014
,,1337.5,0.0144,0.0671,0.0168,0.0017,0.008,0.002
,,1340.625,0.2395,0.0527,0.0766,0.0284,0.0063,0.0091
,,1343.75,0.0742,0.0551,0.0838,0.0088,0.0065,0.0099
,,1346.875,0.103,0.0359,0.0407,0.0122,0.0042,0.0048
,,1350,0.1461,0.0335,0.0431,0.0172,0.0039,0.0051
,,1353.125,0.0695,0.0886,0.0335,0.0082,0.0104,0.0039
,,1356.25,0.1461,0.0982,0.0695,0.0171,0.0115,0.0082
,,1359.375,NaN,0.1317,0.091,NaN,0.0154,0.0107
,,1362.5,NaN,0.0263,0.0814,NaN,0.0031,0.0095
,,1365.625,NaN,0.1054,0.024,NaN,0.0123,0.0028
,,1368.75,NaN,0.0335,0.0335,NaN,0.0039,0.0039
,,1371.875,NaN,0.0192,0.0168,NaN,0.0022,0.0019
,,1375,NaN,0.024,0.0766,NaN,0.0028,0.0089
,,1378.125,NaN,0.0695,0.0958,NaN,0.008,0.0111
,,1381.25,NaN,0.0623,0.0886,NaN,0.0072,0.0102
,,1384.375,NaN,0.0838,0,NaN,0.0096,0
,,1387.5,NaN,0.0527,0.1006,NaN,0.006,0.0115
,,1390.625,NaN,0.0431,0.0503,NaN,0.0049,0.0058
,,1393.75,NaN,0.1198,0.1078,NaN,0.0137,0.0123
,,1396.875,0.0359,0.0263,0.0383,0.0041,0.003,0.0044
,,1400,0.1054,0.0287,0.0311,0.012,0.0033,0.0035
,,1403.125,0.0359,0.0431,0.0431,0.0041,0.0049,0.0049
,,1406.25,0.091,0.0647,0.1293,0.0103,0.0073,0.0146
,,1409.375,0.0934,0.0575,0.0168,0.0105,0.0065,0.0019
,,1412.5,0.2179,0.1078,0.1629,0.0246,0.0121,0.0184
,,1415.625,0.1485,0.0766,0.1317,0.0167,0.0086,0.0148
,,1418.75,0.17,0.1221,0.0695,0.0191,0.0137,0.0078
,,1421.875,0.0695,0.0168,0.0072,0.0078,0.0019,0.0008
,,1425,0.1341,0.1293,0.0335,0.015,0.0144,0.0037
,,1428.125,0.1245,0.0623,0.0407,0.0139,0.0069,0.0045
,,1431.25,NaN,0.0862,0.0742,NaN,0.0096,0.0083
,,1434.375,NaN,0.0623,0.079,NaN,0.0069,0.0088
,,1437.5,NaN,0.0551,0.0575,NaN,0.0061,0.0064
,,1440.625,NaN,0.0311,0.0263,NaN,0.0034,0.0029
,,1443.75,NaN,0.0503,0.0766,NaN,0.0055,0.0084
,,1446.875,NaN,0.0479,0.0647,NaN,0.0053,0.0071
,,1450,NaN,0.0407,0.0647,NaN,0.0045,0.0071
,,1453.125,NaN,0.0072,0.0383,NaN,0.0008,0.0042
,,1456.25,NaN,0.0335,0.0623,NaN,0.0037,0.0068
,,1459.375,NaN,0.0216,0.0335,NaN,0.0024,0.0037
,,1462.5,NaN,0.0623,0.0311,NaN,0.0068,0.0034
,,1465.625,NaN,0.0168,0.0263,NaN,0.0018,0.0029
,,1468.75,0.0695,0.0144,0.0168,0.0075,0.0016,0.0018
,,1471.875,0.0383,0.0192,0.012,0.0041,0.0021,0.0013
,,1475,0.0479,0.0335,0.024,0.0052,0.0036,0.0026
,,1478.125,0.0263,0.0168,0.0647,0.0028,0.0018,0.007
,,1481.25,0.0359,NaN,0.0479,0.0039,NaN,0.0051
,,1484.375,0.091,NaN,0.0814,0.0098,NaN,0.0087
,,1487.5,0.0216,NaN,0.0072,0.0023,NaN,0.0008
,,1490.625,0.0192,NaN,0.0575,0.002,NaN,0.0061
,,1493.75,0.0144,NaN,0.0431,0.0015,NaN,0.0046
,,1496.875,0.0144,NaN,0.0263,0.0015,NaN,0.0028
,,1500,0.0575,NaN,0.0287,0.0061,NaN,0.003
,,1503.125,0.0431,NaN,0.0168,0.0046,NaN,0.0018
,,1506.25,0.0719,NaN,0.0359,0.0076,NaN,0.0038
,,1509.375,0,NaN,0.0168,0,NaN,0.0018
,,1512.5,0.0479,NaN,0.0144,0.005,NaN,0.0015
,,1515.625,0.0263,NaN,0.0216,0.0028,NaN,0.0023
,,1518.75,0.0072,0.0335,0.0383,0.0008,0.0035,0.004
,,1521.875,0.024,0.0072,0.0335,0.0025,0.0008,0.0035
,,1525,0.0263,0,0.0359,0.0027,0,0.0037
,,1528.125,0,0.0192,0.024,0,0.002,0.0025
,,1531.25,0,0.0144,0.0263,0,0.0015,0.0027
,,1534.375,0.0287,0.0168,0.0192,0.003,0.0017,0.002
,,1537.5,0.0048,0.024,0.0335,0.0005,0.0025,0.0035
,,1540.625,0.0168,0.0168,0.0263,0.0017,0.0017,0.0027
,,1543.75,0.0144,0.0311,0.0263,0.0015,0.0032,0.0027
,,1546.875,0.0072,0.0072,0.0168,0.0007,0.0007,0.0017
,,1550,0.0144,0.0144,0.0144,0.0015,0.0015,0.0015
,,1553.125,0.0072,0.0072,0.024,0.0007,0.0007,0.0025
,,1556.25,0.0263,0.0216,0.0216,0.0027,0.0022,0.0022
,,1559.375,0.0144,0,0.012,0.0015,0,0.0012
,,1562.5,0.0072,0.024,0.024,0.0007,0.0024,0.0024
,,1565.625,0.0263,0.0192,0.0311,0.0027,0.002,0.0032
,,1568.75,0.0144,0.024,NaN,0.0015,0.0024,NaN
,,1571.875,0.0144,0,NaN,0.0015,0,NaN
,,1575,NaN,0.0216,NaN,NaN,0.0022,NaN
,,1578.125,NaN,0.012,NaN,NaN,0.0012,NaN
,,1581.25,NaN,0.0287,NaN,NaN,0.0029,NaN
,,1584.375,NaN,0.0072,NaN,NaN,0.0007,NaN
,,1587.5,NaN,0.0192,NaN,NaN,0.0019,NaN
,,1590.625,NaN,0.0168,NaN,NaN,0.0017,NaN
,,1593.75,NaN,0.0287,NaN,NaN,0.0029,NaN
,,1596.875,NaN,0.0072,NaN,NaN,0.0007,NaN
,,1600,NaN,0,NaN,NaN,0,NaN
45482200000A,2022-04-28T04:09:48.000Z,0,0.3018,3.1782,9.7143,Infinity,Infinity,Infinity
,,3.125,0.3066,0.2754,0.2251,15.615,14.026,11.4642
,,6.25,0.0072,0.3664,0.273,0.1833,9.3303,6.9519
,,9.375,0.2299,0.2275,0.0934,3.9029,3.8622,1.5856
,,12.5,0.3329,0.6131,0.2156,4.2386,7.8062,2.7451
,,15.625,0.4048,0.3209,0.297,4.1233,3.2687,3.0252
,,18.75,0.0192,0.4287,0.2922,0.163,3.6389,2.4803
,,21.875,0.2539,0.3928,0.1629,1.8473,2.8579,1.1852
,,25,0.5485,0.9724,0.2659,3.4919,6.1905,1.6928
,,28.125,0.7281,0.479,0.4191,4.1202,2.7106,2.3716
,,31.25,NaN,0.6706,0.273,NaN,3.4153,1.3904
,,34.375,NaN,0.5413,0.0982,NaN,2.5062,0.4547
,,37.5,NaN,2.4334,0.7664,NaN,10.3277,3.2527
,,40.625,NaN,2.2849,1.3197,NaN,8.9515,5.1701
,,43.75,NaN,1.3843,0.1581,NaN,5.0358,0.5751
,,46.875,NaN,1.3508,0.3712,NaN,4.5864,1.2603
,,50,NaN,2.3951,0.6107,NaN,7.6238,1.9439
,,53.125,NaN,0.9269,0.6706,NaN,2.7769,2.009
,,56.25,NaN,0.2371,0.3545,NaN,0.6709,1.003
,,59.375,NaN,0.2802,0.2132,NaN,0.7511,0.5715
,,62.5,NaN,0.7449,0.1389,NaN,1.8969,0.3537
,,65.625,NaN,0.2778,0.273,NaN,0.6737,0.6621
,,68.75,NaN,0.1605,0.3425,NaN,0.3716,0.7929
,,71.875,NaN,0.2419,0.1988,NaN,0.5356,0.4402
,,75,NaN,0.4359,0.2659,NaN,0.925,0.5643
,,78.125,NaN,0.7425,0.285,NaN,1.5126,0.5806
,,81.25,NaN,0.2946,0.4,NaN,0.5771,0.7835
,,84.375,NaN,0.5604,0.5149,NaN,1.0571,0.9712
,,87.5,NaN,0.661,0.5748,NaN,1.2023,1.0455
,,90.625,NaN,2.5124,1.3005,NaN,4.4123,2.2839
,,93.75,NaN,1.3173,1.8035,NaN,2.2363,3.0617
,,96.875,NaN,0.3928,0.2299,NaN,0.6453,0.3777
,,100,NaN,0.6227,0.2682,NaN,0.9911,0.4269
,,103.125,NaN,0.4551,0.4527,NaN,0.7024,0.6987
,,106.25,NaN,0.5844,1.2191,NaN,0.8754,1.8261
,,109.375,NaN,0.091,0.7832,NaN,0.1324,1.1397
,,112.5,NaN,0.2108,0.479,NaN,0.2982,0.6776
,,115.625,NaN,0.2491,0.7113,NaN,0.3429,0.9791
,,118.75,NaN,0.6778,1.4275,NaN,0.9084,1.9132
,,121.875,NaN,0.3161,1.2119,NaN,0.4128,1.5826
,,125,NaN,0.6538,1.4275,NaN,0.8324,1.8175
,,128.125,NaN,0.9221,1.3269,NaN,1.1454,1.6483
,,131.25,NaN,2.5028,5.8918,NaN,3.0349,7.1445
,,134.375,NaN,1.2981,1.9999,NaN,1.5375,2.3687
,,137.5,NaN,0.7353,0.9556,NaN,0.8511,1.1061
,,140.625,NaN,0.8455,1.5328,NaN,0.9569,1.7348
,,143.75,NaN,0.891,2.1532,NaN,0.9865,2.3839
,,146.875,NaN,1.0035,1.6143,NaN,1.0874,1.7493
,,150,NaN,0.5221,0.9652,NaN,0.554,1.0241
,,153.125,NaN,0.2491,0.4096,NaN,0.2589,0.4257
,,156.25,NaN,0.3449,1.0897,NaN,0.3513,1.11
,,159.375,NaN,0.4096,0.7568,NaN,0.409,0.7558
,,162.5,NaN,0.4575,0.5197,NaN,0.4481,0.509
,,165.625,NaN,0.7688,0.3114,NaN,0.7388,0.2992
,,168.75,NaN,0.1389,0.7425,NaN,0.131,0.7003
,,171.875,NaN,0.5389,0.6634,NaN,0.499,0.6143
,,175,0.3257,0.6874,0.7137,0.2962,0.6252,0.6491
,,178.125,0.5485,0.9029,0.6898,0.4901,0.8067,0.6163
,,181.25,1.528,0.8957,0.5317,1.3417,0.7865,0.4669
,,184.375,1.9184,2.0478,0.7065,1.656,1.7677,0.6099
,,187.5,0.8478,NaN,0.1892,0.7196,NaN,0.1606
,,190.625,0.6395,NaN,0.6179,0.5339,NaN,0.5159
,,193.75,0.3425,NaN,0.2251,0.2813,NaN,0.1849
,,196.875,0.479,NaN,0.2563,0.3872,NaN,0.2072
,,200,0.4455,NaN,0.1078,0.3545,NaN,0.0858
,,203.125,0.7712,NaN,0.0263,0.6043,NaN,0.0206
,,206.25,0.3185,NaN,0.0886,0.2458,NaN,0.0684
,,209.375,0.1102,NaN,0.17,0.0838,NaN,0.1292
,,212.5,0.4024,NaN,0.3018,0.3014,NaN,0.226
,,215.625,0.9437,NaN,0.3545,0.6966,NaN,0.2617
,,218.75,0.7497,NaN,0.091,0.5455,NaN,0.0662
,,221.875,1.8322,NaN,0.6467,1.3143,NaN,0.4639
,,225,1.0706,0.9963,0.3928,0.7573,0.7047,0.2778
,,228.125,0.5293,0.3736,0.1485,0.3693,0.2606,0.1036
,,231.25,0.4407,0.1724,0.2179,0.3033,0.1187,0.15
,,234.375,0.3114,0.0647,0.2706,0.2115,0.0439,0.1838
,,237.5,0.3233,0.2563,0.2395,0.2167,0.1718,0.1605
,,240.625,0.4431,0.1964,0.2251,0.2931,0.1299,0.1489
,,243.75,0.4,0.103,0.3401,0.2612,0.0673,0.2221
,,246.875,0.2203,0.2587,0.4072,0.142,0.1668,0.2625
,,250,0.558,0.2179,0.1006,0.3552,0.1387,0.064
,,253.125,0.5389,0.1102,0.4215,0.3388,0.0693,0.265
,,256.25,0.3401,0.1533,0.2611,0.2112,0.0952,0.1622
,,259.375,0.5844,0.3377,0.3209,0.3586,0.2072,0.1969
,,262.5,0.9868,0.2299,0.5676,0.5983,0.1394,0.3441
,,265.625,0.376,0.1341,0.6515,0.2253,0.0803,0.3904
,,268.75,0.8478,0.206,0.3521,0.5021,0.122,0.2085
,,271.875,0.3569,0.2347,0.3664,0.2089,0.1374,0.2145
,,275,0.8622,0.4215,0.1581,0.499,0.2439,0.0915
,,278.125,0.9245,0.1868,0.3521,0.529,0.1069,0.2015
,,281.25,0.5868,0.2395,0.2467,0.3321,0.1355,0.1396
,,284.375,0.0766,0.091,0.0623,0.0429,0.0509,0.0349
,,287.5,0.0982,0.1796,0.3018,0.0544,0.0994,0.1671
,,290.625,0.1341,0.2682,0.3281,0.0734,0.1469,0.1797
,,293.75,0.3736,0.1772,0.1916,0.2024,0.096,0.1038
,,296.875,0.4383,NaN,0.0934,0.235,NaN,0.0501
,,300,0.103,NaN,0.0838,0.0546,NaN,0.0445
,,303.125,0.2156,NaN,0.0695,0.1132,NaN,0.0365
,,306.25,0.2635,NaN,0.1102,0.1369,NaN,0.0573
,,309.375,0.2898,NaN,0.0958,0.1491,NaN,0.0493
,,312.5,0.3042,NaN,0.1844,0.1549,NaN,0.0939
,,315.625,0.2706,NaN,0.3688,0.1365,NaN,0.186
,,318.75,0.1581,NaN,0.1916,0.0789,NaN,0.0957
,,321.875,0.1868,NaN,0.2108,0.0924,NaN,0.1042
,,325,0.0479,NaN,0.2323,0.0235,NaN,0.1138
,,328.125,0.0383,NaN,0.1557,0.0186,NaN,0.0755
,,331.25,0.1437,0,0.0934,0.069,0,0.0449
,,334.375,0.206,0.1772,0.0623,0.0981,0.0843,0.0297
,,337.5,0.079,0.1964,0.0719,0.0373,0.0926,0.0339
,,340.625,0.1389,0.0982,0.0671,0.0649,0.0459,0.0314
,,343.75,0.3138,0.0862,0.079,0.1453,0.0399,0.0366
,,346.875,0.1916,0.0862,0.1078,0.0879,0.0396,0.0495
,,350,0.1964,0.115,0.0263,0.0893,0.0523,0.012
,,353.125,0.6658,0.1198,0.0862,0.3001,0.054,0.0389
,,356.25,0.2563,0.1892,0.0527,0.1145,0.0845,0.0235
,,359.375,0.0647,0.1245,0.091,0.0287,0.0551,0.0403
,,362.5,0.0766,0.1988,0.0335,0.0336,0.0873,0.0147
,,365.625,0.3449,0.0503,0.3449,0.1501,0.0219,0.1501
,,368.75,0.3784,0.1916,0.1413,0.1633,0.0827,0.061
,,371.875,0.1174,0.1653,0.0958,0.0502,0.0707,0.041
,,375,0.3114,0.1174,0.1724,0.1322,0.0498,0.0732
,,378.125,0.115,0.1198,0.1389,0.0484,0.0504,0.0585
,,381.25,0.2659,0.2467,0.1437,0.111,0.103,0.06
,,384.375,0.1198,0.2611,0.1677,0.0496,0.1081,0.0694
,,387.5,0.1533,0.1677,0.0383,0.063,0.0689,0.0157
,,390.625,0.2419,0.1365,0.0838,0.0986,0.0556,0.0341
,,393.75,0.1557,0.3473,0.1317,0.0629,0.1404,0.0532
,,396.875,0.0862,0.2778,0.1461,0.0346,0.1114,0.0586
,,400,0.297,0.1509,0.1245,0.1182,0.06,0.0495
,,403.125,0.1844,0.1078,0.1988,0.0728,0.0426,0.0785
,,406.25,0.685,0.1389,0.1006,0.2684,0.0544,0.0394
,,409.375,0.1916,0.4455,0.1868,0.0745,0.1732,0.0726
,,412.5,0.1581,0.0766,0.3497,0.061,0.0296,0.1349
,,415.625,0.1389,0.1605,0.0551,0.0532,0.0615,0.0211
,,418.75,0.1485,0.0671,0.0383,0.0564,0.0255,0.0146
,,421.875,0.1389,0.2515,0.2179,0.0524,0.0949,0.0822
,,425,0.2323,0.1006,0.0886,0.087,0.0377,0.0332
,,428.125,0.1269,0.0503,0.0527,0.0472,0.0187,0.0196
,,431.25,0.0623,0.0958,0.0695,0.023,0.0354,0.0256
,,434.375,0.1485,0.1269,0.0766,0.0544,0.0465,0.0281
,,437.5,0.1485,0.1916,0.1102,0.054,0.0697,0.0401
,,440.625,0.2323,NaN,0.0958,0.0839,NaN,0.0346
,,443.75,0.4407,NaN,0.2203,0.1581,NaN,0.079
,,446.875,0.3904,NaN,0.3209,0.139,NaN,0.1143
,,450,0.0599,NaN,0.1868,0.0212,NaN,0.0661
,,453.125,0.1078,NaN,0.091,0.0379,NaN,0.032
,,456.25,0.1461,NaN,0.0982,0.051,NaN,0.0343
,,459.375,0.2467,NaN,0.0862,0.0855,NaN,0.0299
,,462.5,0.3185,NaN,0.2491,0.1096,NaN,0.0857
,,465.625,0.0263,NaN,0.1485,0.009,NaN,0.0508
,,468.75,0.2419,NaN,0.1389,0.0821,NaN,0.0472
,,471.875,0.0671,NaN,0.1389,0.0226,NaN,0.0468
,,475,0.1581,0,0.1748,0.053,0,0.0586
,,478.125,0.1533,0.3066,0.1485,0.051,0.1021,0.0494
,,481.25,0.1509,0.2419,0.0263,0.0499,0.08,0.0087
,,484.375,0.3138,0.4431,0.1341,0.1031,0.1456,0.0441
,,487.5,0.2036,0.4119,0.0575,0.0665,0.1345,0.0188
,,490.625,0.2299,0.0958,0.1102,0.0746,0.0311,0.0357
,,493.75,0.1461,0.2108,0.1413,0.0471,0.0679,0.0455
,,496.875,0.2419,0.2994,0.1916,0.0775,0.0959,0.0614
,,500,0.376,0.309,0.1844,0.1197,0.0984,0.0587
,,503.125,0.3736,0.0575,0.1293,0.1182,0.0182,0.0409
,,506.25,0.091,0.0551,0.0431,0.0286,0.0173,0.0135
,,509.375,0.115,0.1293,0.0599,0.0359,0.0404,0.0187
,,512.5,0.0599,NaN,0.1437,0.0186,NaN,0.0446
,,515.625,0.3233,NaN,0.0958,0.0998,NaN,0.0296
,,518.75,0.0527,NaN,0.1629,0.0162,NaN,0.05
,,521.875,0.1437,NaN,0.079,0.0438,NaN,0.0241
,,525,0.1796,NaN,NaN,0.0544,NaN,NaN
,,528.125,0.1964,NaN,NaN,0.0592,NaN,NaN
,,531.25,0.1988,NaN,NaN,0.0596,NaN,NaN
,,534.375,0.2275,NaN,NaN,0.0678,NaN,NaN
,,537.5,0.309,NaN,NaN,0.0915,NaN,NaN
,,540.625,0.1341,NaN,NaN,0.0395,NaN,NaN
,,543.75,0.1964,NaN,NaN,0.0575,NaN,NaN
,,546.875,0.1677,0,NaN,0.0488,0,NaN
,,550,0.0072,0.0431,NaN,0.0021,0.0125,NaN
,,553.125,0.0527,0.0886,NaN,0.0152,0.0255,NaN
,,556.25,0.1221,0.4311,NaN,0.0349,0.1233,NaN
,,559.375,0.1389,0.0886,NaN,0.0395,0.0252,NaN
,,562.5,0.1964,0.0431,0.0671,0.0556,0.0122,0.019
,,565.625,0.0479,0.1796,0.1317,0.0135,0.0505,0.0371
,,568.75,NaN,0.297,0.1102,NaN,0.0831,0.0308
,,571.875,NaN,0.1245,0.0263,NaN,0.0346,0.0073
,,575,NaN,0.1006,0.1198,NaN,0.0278,0.0332
,,578.125,NaN,0.5389,0.1054,NaN,0.1484,0.029
,,581.25,NaN,0.103,0.1437,NaN,0.0282,0.0393
,,584.375,NaN,0.3928,0.024,NaN,0.107,0.0065
,,587.5,NaN,0.1629,0.0479,NaN,0.0441,0.013
,,590.625,NaN,0.273,0.273,NaN,0.0736,0.0736
,,593.75,NaN,0.285,0.0623,NaN,0.0764,0.0167
,,596.875,NaN,0.4646,0.1245,NaN,0.1239,0.0332
,,600,NaN,0.4335,0.1653,NaN,0.115,0.0438
,,603.125,NaN,0.1102,0.1413,NaN,0.0291,0.0373
,,606.25,0.0455,0.3161,0.1317,0.0119,0.083,0.0346
,,609.375,0.2299,0.3066,0.0287,0.06,0.0801,0.0075
,,612.5,0.1581,0.0766,0.1509,0.0411,0.0199,0.0392
,,615.625,0.1102,0.115,0.0623,0.0285,0.0297,0.0161
,,618.75,0.0431,0.0766,0.1389,0.0111,0.0197,0.0357
,,621.875,0.0479,0.2491,0.0144,0.0123,0.0638,0.0037
,,625,0.2754,0.1581,0.4503,0.0701,0.0403,0.1147
,,628.125,0.1413,0.3617,0.2802,0.0358,0.0916,0.071
,,631.25,0.1605,0.2203,0.2443,0.0405,0.0555,0.0616
,,634.375,0.1317,0.1653,0.0575,0.033,0.0415,0.0144
,,637.5,0.0719,0.1629,0.1221,0.018,0.0407,0.0305
,,640.625,0.2659,0.3018,0.5245,0.0661,0.075,0.1303
,,643.75,0.2587,0.2491,0.4766,0.064,0.0616,0.1178
,,646.875,0.091,0.3449,0.3449,0.0224,0.0849,0.0849
,,650,0.0814,0.1054,0.1245,0.0199,0.0258,0.0305
,,653.125,0.2778,0.0383,0.4167,0.0677,0.0093,0.1015
,,656.25,0.0551,0.2539,0.1006,0.0134,0.0616,0.0244
,,659.375,0.1988,0.1174,0.1916,0.048,0.0283,0.0462
,,662.5,0.1677,0.103,0.4287,0.0403,0.0247,0.103
,,665.625,0.2084,0.2036,0.4886,0.0498,0.0487,0.1168
,,668.75,0.0551,0.3209,0.194,0.0131,0.0764,0.0462
,,671.875,0.103,0.297,0.3856,0.0244,0.0704,0.0913
,,675,0.2251,0.2132,0.1629,0.0531,0.0503,0.0384
,,678.125,0.0719,0.1724,0.1078,0.0169,0.0405,0.0253
,,681.25,0.1892,0.0527,0.273,0.0442,0.0123,0.0638
,,684.375,0.1724,0.182,0.2682,0.0401,0.0423,0.0624
,,687.5,0.0886,0.1605,0.1509,0.0205,0.0372,0.0349
,,690.625,0.1269,0.2539,0.1605,0.0292,0.0585,0.037
,,693.75,0.0527,0.2227,0.1485,0.0121,0.0511,0.0341
,,696.875,0.0958,0.273,0.1509,0.0219,0.0623,0.0345
,,700,0.1078,0.1509,0.1317,0.0245,0.0343,0.0299
,,703.125,0.103,0.1653,0.2156,0.0233,0.0374,0.0488
,,706.25,0.1485,0.3521,0.1126,0.0335,0.0793,0.0254
,,709.375,0.103,0.3353,0.0766,0.0231,0.0752,0.0172
,,712.5,0.1174,0.1006,0.1868,0.0262,0.0225,0.0417
,,715.625,0.0838,0.0407,0.0814,0.0186,0.0091,0.0181
,,718.75,0.1102,0.103,0.1605,0.0244,0.0228,0.0355
,,721.875,0.0623,0.309,0.0958,0.0137,0.0681,0.0211
,,725,0.1269,0.4694,0.2491,0.0279,0.103,0.0547
,,728.125,0.0359,0.0862,0.0263,0.0078,0.0188,0.0057
,,731.25,0.1245,0.1293,0.1988,0.0271,0.0281,0.0433
,,734.375,0.115,0.2347,0.0263,0.0249,0.0509,0.0057
,,737.5,0.17,0.1533,0.1724,0.0367,0.0331,0.0372
,,740.625,0.0742,0.0551,NaN,0.0159,0.0118,NaN
,,743.75,0.1557,0.2778,NaN,0.0333,0.0594,NaN
,,746.875,0.091,0.0886,NaN,0.0194,0.0189,NaN
,,750,0.0982,0.0216,NaN,0.0208,0.0046,NaN
,,753.125,0.091,0.2299,NaN,0.0192,0.0486,NaN
,,756.25,0.079,0.0934,NaN,0.0166,0.0197,NaN
,,759.375,0.0431,0.079,NaN,0.009,0.0166,NaN
,,762.5,0.0862,0.2132,NaN,0.018,0.0445,NaN
,,765.625,0.0527,0.0335,NaN,0.011,0.007,NaN
,,768.75,0.1317,0.1293,NaN,0.0273,0.0268,NaN
,,771.875,0.0695,0.1269,NaN,0.0143,0.0262,NaN
,,775,0.079,0.0575,NaN,0.0162,0.0118,NaN
,,778.125,0.0479,0.1269,0.0407,0.0098,0.026,0.0083
,,781.25,0.1724,0.1317,0.103,0.0351,0.0268,0.021
,,784.375,0.0671,0.1269,0.0814,0.0136,0.0257,0.0165
,,787.5,0.0503,0.182,0.024,0.0102,0.0368,0.0049
,,790.625,0.0958,0.1413,0.0695,0.0193,0.0284,0.014
,,793.75,0.1221,0.0958,0.1006,0.0245,0.0192,0.0202
,,796.875,0.0575,0.115,0.0671,0.0115,0.023,0.0134
,,800,0.0407,0.17,0.1198,0.0081,0.0338,0.0238
,,803.125,0.1341,0.1916,0.0287,0.0266,0.038,0.0057
,,806.25,0.1629,0.3018,0.1341,0.0322,0.0596,0.0265
,,809.375,0.0287,0.079,0.0527,0.0056,0.0155,0.0104
,,812.5,0.0479,0.0671,0.0503,0.0094,0.0131,0.0099
,,815.625,0.1054,0.2084,0.024,0.0206,0.0407,0.0047
,,818.75,0.0958,0.0814,0.0503,0.0186,0.0158,0.0098
,,821.875,0.0527,0.1269,0.0527,0.0102,0.0246,0.0102
,,825,0.1485,0.103,0.0431,0.0286,0.0199,0.0083
,,828.125,0.0455,0.1533,0.0719,0.0087,0.0295,0.0138
,,831.25,0.0982,0.0934,0.079,0.0188,0.0179,0.0151
,,834.375,0.1389,0.1269,0.1245,0.0265,0.0242,0.0237
,,837.5,0.1245,0.0479,0.0383,0.0237,0.0091,0.0073
,,840.625,0.0575,0.1868,0.1006,0.0109,0.0354,0.019
,,843.75,0.0623,0.0958,0.0862,0.0118,0.0181,0.0163
,,846.875,0.115,0.0168,0.091,0.0216,0.0032,0.0171
,,850,0.0742,0.1174,0.1269,0.0139,0.022,0.0238
,,853.125,0.1389,0.0719,0.1389,0.0259,0.0134,0.0259
,,856.25,0.0623,0.115,0.1078,0.0116,0.0214,0.02
